"","X","SYMBOL","padj_species","padj_human","variable","value","L1"
"122","ENSG00000149633","KIAA1755","sig","","olive_baboon",1.01831311639002,"olive_baboon"
"123","ENSG00000163235","TGFA","sig","","olive_baboon",0.641479034200846,"olive_baboon"
"124","ENSG00000235750","KIAA0040","sig","","olive_baboon",0.594749352236928,"olive_baboon"
"125","ENSG00000172156","CCL11","sig","","olive_baboon",0.434854310462907,"olive_baboon"
"126","ENSG00000163644","PPM1K","sig","","olive_baboon",-0.52876217788212,"olive_baboon"
"127","ENSG00000101842","VSIG1","sig","","olive_baboon",-2.27310033298981,"olive_baboon"
"128","ENSG00000170542","SERPINB9","sig","","olive_baboon",0.000539405143946253,"olive_baboon"
"129","ENSG00000105639","JAK3","sig","","olive_baboon",-0.63123680089517,"olive_baboon"
"130","ENSG00000003147","ICA1","sig","","olive_baboon",-0.328235037284029,"olive_baboon"
"131","ENSG00000134028","ADAMDEC1","ns","","olive_baboon",-1.84027133108488,"olive_baboon"
"132","ENSG00000078053","AMPH","ns","","olive_baboon",4.5956989019563,"olive_baboon"
"133","ENSG00000117425","PTCH2","ns","","olive_baboon",3.96056980228682,"olive_baboon"
"134","ENSG00000105227","PRX","sig","","olive_baboon",3.29910079468611,"olive_baboon"
"135","ENSG00000226174","TEX22","sig","","olive_baboon",0.0907680903041746,"olive_baboon"
"136","ENSG00000155966","AFF2","sig","","olive_baboon",0.0359707568074979,"olive_baboon"
"137","ENSG00000157470","FAM81A","sig","","olive_baboon",0.818437335017138,"olive_baboon"
"138","ENSG00000101463","SYNDIG1","sig","","olive_baboon",-0.430241331141706,"olive_baboon"
