"","X","log2FoldChange_human_ref","padj_human_ref","SYMBOL_human_ref","log2FoldChange_species_ref","padj_species_ref","SYMBOL_species_ref","differs","significance","SYMBOL"
"52","ENSG00000106785",5.12708899196797,1.6064333589094e-133,"TRIM14",4.9929709975321,3.26963969690816e-19,"TRIM14","not","sig","TRIM14"
"53","ENSG00000130589",5.00041664062519,1.76595709329741e-133,"HELZ2",4.9828099064783,7.26936717755937e-150,"HELZ2","not","sig","HELZ2"
"54","ENSG00000124201",3.05123621193961,4.41996738019755e-133,"ZNFX1",3.053603095825,1.28239191699558e-135,"ZNFX1","not","sig","ZNFX1"
"55","ENSG00000111801",3.4098797552968,1.69420118016584e-130,"BTN3A3",3.45276117806279,4.24639536073164e-106,"BTN3A3","not","sig","BTN3A3"
"56","ENSG00000152778",5.23497991744761,5.32727902363639e-130,"IFIT5",5.2323340193911,5.9709563188336e-118,"IFIT5","not","sig","IFIT5"
"57","ENSG00000160710",2.2300523089897,6.62614202435752e-128,"ADAR",2.22590675150448,7.65982825236239e-117,"ADAR","not","sig","ADAR"
"58","ENSG00000168394",4.08631850532144,1.28603099078309e-125,"TAP1",4.08518049889936,4.85253486540364e-141,"TAP1","not","sig","TAP1"
"59","ENSG00000100342",4.99925961128563,1.14018254952703e-124,"APOL1",5.03670291987652,1.80462528852377e-132,"APOL1","not","sig","APOL1"
"60","ENSG00000173821",3.31047736424273,4.95305679220619e-123,"RNF213",3.31016220545257,1.3012145919912e-125,"RNF213","not","sig","RNF213"
"61","ENSG00000138760",2.11133800348942,1.86639902076293e-120,"SCARB2",2.11148264126487,2.1595270873228e-119,"SCARB2","not","sig","SCARB2"
"62","ENSG00000137198",4.18777196324688,4.84908226728036e-120,"GMPR",4.17364726692928,3.31277936638148e-131,"GMPR","not","sig","GMPR"
"63","ENSG00000023445",6.75484892686401,1.14749690682111e-118,"BIRC3",6.75827212916387,1.70775253054369e-118,"BIRC3","not","sig","BIRC3"
"64","ENSG00000137496",5.23761043290475,1.552831121875e-117,"IL18BP",4.95247001345915,3.92424575877426e-90,"IL18BP","not","sig","IL18BP"
