"","X","log2FoldChange_human_ref","padj_human_ref","SYMBOL_human_ref","log2FoldChange_species_ref","padj_species_ref","SYMBOL_species_ref","differs","significance","SYMBOL"
"353","ENSG00000049192",1.51022439177822,1.12632477941225e-29,"ADAMTS6",1.49692818194817,5.50209264668801e-26,"ADAMTS6","not","sig","ADAMTS6"
"354","ENSG00000168118",-0.921911695881263,1.42127944690079e-29,"RAB4A",-0.971499482822542,1.38766647923933e-32,"RAB4A","not","sig","RAB4A"
"355","ENSG00000118777",1.47558997116321,1.77007604084337e-29,"ABCG2",1.46022233838907,2.90552330506879e-29,"ABCG2","not","sig","ABCG2"
"356","ENSG00000138134",1.4755722592863,2.17786375589843e-29,"STAMBPL1",1.46874285131923,7.76254285960582e-29,"STAMBPL1","not","sig","STAMBPL1"
"357","ENSG00000116106",3.68908268681366,2.29575419241781e-29,"EPHA4",3.61570403658362,2.40140478492661e-29,"EPHA4","not","sig","EPHA4"
"358","ENSG00000108179",1.63829254555322,2.37157217453017e-29,"PPIF",1.62814356769913,4.01611516970828e-29,"PPIF","not","sig","PPIF"
"359","ENSG00000174175",1.82471859884933,3.01657170175353e-29,"SELP",1.82122476286034,9.96112664559517e-29,"SELP","not","sig","SELP"
"360","ENSG00000112541",1.70434776818528,3.45706734733597e-29,"PDE10A",1.83379163761946,4.8770960481655e-25,"PDE10A","not","sig","PDE10A"
"361","ENSG00000146122",-1.24924450111364,5.34586068988201e-29,"DAAM2",-1.28387439800846,4.02163261482491e-30,"DAAM2","not","sig","DAAM2"
"362","ENSG00000163872",0.653323058065824,5.37135209746499e-29,"YEATS2",0.649475911765235,1.96865132042399e-27,"YEATS2","not","sig","YEATS2"
"363","ENSG00000175274",-1.66778687543299,5.42140456212808e-29,"TP53I11",-1.67385145820867,7.91337193148301e-30,"TP53I11","not","sig","TP53I11"
"364","ENSG00000086475",-1.02582725586567,6.08302726813838e-29,"SEPHS1",-1.05771379473934,6.25328566569754e-31,"SEPHS1","not","sig","SEPHS1"
"365","ENSG00000119698",1.82205016634425,6.14805200324979e-29,"PPP4R4",1.81185775863218,1.75908535185584e-28,"PPP4R4","not","sig","PPP4R4"
"366","ENSG00000182670",-1.83826388306121,6.29387019433849e-29,"TTC3",-1.85010526087041,7.19609165104551e-29,"TTC3","not","sig","TTC3"
"367","ENSG00000197217",-0.705749771932633,6.67149702487682e-29,"ENTPD4",-0.711126347280186,2.45670284468338e-29,"ENTPD4","not","sig","ENTPD4"
"368","ENSG00000154640",1.5330416947744,8.48612457377552e-29,"BTG3",1.53192077488737,1.70580286166862e-28,"BTG3","not","sig","BTG3"
"369","ENSG00000124422",-0.675998312188616,1.00636851327364e-28,"USP22",-0.686896953292072,2.1604669028392e-30,"USP22","not","sig","USP22"
"370","ENSG00000113494",3.35835809012255,1.04742433672136e-28,"PRLR",3.67412907954508,5.34144381513776e-18,"PRLR","not","sig","PRLR"
"371","ENSG00000137491",7.90048344645133,1.36722163731994e-28,"SLCO2B1",8.29020397040284,2.66084243027692e-29,"SLCO2B1","not","sig","SLCO2B1"
"372","ENSG00000151150",-2.11653886302528,1.70685972963696e-28,"ANK3",-2.10480497281098,1.48072081477912e-29,"ANK3","not","sig","ANK3"
"373","ENSG00000126878",-2.08241324106817,1.79255850854018e-28,"AIF1L",-2.09634482567372,2.45670284468338e-29,"AIF1L","not","sig","AIF1L"
"374","ENSG00000171385",-2.9383561413091,2.25922139091353e-28,"KCND3",-2.95535182139391,2.73597386202542e-21,"KCND3","not","sig","KCND3"
"375","ENSG00000108828",-1.31260927232787,2.97385303250559e-28,"VAT1",-1.32595923463598,2.00922540298363e-29,"VAT1","not","sig","VAT1"
"376","ENSG00000161888",-1.78614114095054,3.09071337119373e-28,"SPC24",-1.6892767154028,2.75088150654272e-24,"SPC24","not","sig","SPC24"
"377","ENSG00000167034",2.49873157057153,3.46133834707556e-28,"NKX3-1",2.47994285183682,1.59594327325273e-27,"NKX3-1","not","sig","NKX3-1"
"378","ENSG00000164684",-2.03935208618427,3.75672517786756e-28,"ZNF704",-1.63254804938378,8.34993990441016e-07,"ZNF704","not","sig","ZNF704"
"379","ENSG00000253958",3.72768564428805,4.06895366871069e-28,"CLDN23",4.07253914636004,2.25292865008682e-20,"CLDN23","not","sig","CLDN23"
"380","ENSG00000176463",1.86977722188164,4.24760327517145e-28,"SLCO3A1",1.85947597808135,6.92581717117686e-27,"SLCO3A1","not","sig","SLCO3A1"
"381","ENSG00000100568",-0.824799216484057,4.30142048691935e-28,"VTI1B",-0.817252225841379,9.596356675411e-27,"VTI1B","not","sig","VTI1B"
