"","X","log2FoldChange_species_ref","padj_species_ref","SYMBOL_species_ref","log2FoldChange_human_ref","padj_human_ref","SYMBOL_human_ref","differs","significance","SYMBOL"
"133","ENSG00000166750",2.4091373920877,2.43824135478712e-45,"SLFN5",2.42399494222194,1.84708416950015e-46,"SLFN5","not","sig","SLFN5"
"134","ENSG00000139211",-2.56365638433567,5.81751325892157e-45,"AMIGO2",-2.5686044508958,1.31113075404756e-45,"AMIGO2","not","sig","AMIGO2"
"135","ENSG00000184584",2.67311359220738,8.66797123836898e-45,"TMEM173",2.66011387164364,2.47592439842119e-44,"TMEM173","not","sig","TMEM173"
"136","ENSG00000174808",5.87343906122566,1.50927798942212e-44,"BTC",6.0422328929096,5.82034521078487e-48,"BTC","not","sig","BTC"
"137","ENSG00000142961",2.55930883082881,1.52467082436471e-44,"MOB3C",2.55749635418882,1.5229811794115e-46,"MOB3C","not","sig","MOB3C"
"138","ENSG00000163568",4.62439775983837,1.61784474875439e-44,"AIM2",4.6493664651952,6.2336286890464e-31,"AIM2","not","sig","AIM2"
"139","ENSG00000146197",1.93888181472932,2.26383747833343e-44,"SCUBE3",1.92783539267879,1.01952214898016e-45,"SCUBE3","not","sig","SCUBE3"
"140","ENSG00000156587",3.21752537344009,3.34611091865636e-44,"UBE2L6",3.28879034421164,2.53646757383702e-46,"UBE2L6","not","sig","UBE2L6"
"141","ENSG00000096968",2.76217032747669,5.14559671575089e-44,"JAK2",2.76361151968895,5.87191390382962e-47,"JAK2","not","sig","JAK2"
"142","ENSG00000134070",3.05980159348899,5.24840747116136e-44,"IRAK2",3.16748638862191,4.72247724947545e-47,"IRAK2","not","sig","IRAK2"
"143","ENSG00000136514",9.57182231993925,5.69163392575633e-44,"RTP4",9.86407791837562,1.15362589055422e-44,"RTP4","not","sig","RTP4"
"144","ENSG00000168899",2.48413094489832,5.99473617826661e-44,"VAMP5",2.41202861729781,1.02056473444043e-27,"VAMP5","not","sig","VAMP5"
"145","ENSG00000138821",2.85246354910871,1.69163419435823e-43,"SLC39A8",2.69889544506525,5.86537543564956e-42,"SLC39A8","not","sig","SLC39A8"
"146","ENSG00000048028",1.86543805187725,1.82889904354083e-43,"USP28",1.83635781078135,9.29738597645147e-54,"USP28","not","sig","USP28"
"147","ENSG00000106785",2.87007555688639,9.27324941524051e-43,"TRIM14",2.6539816403972,1.69295385152213e-75,"TRIM14","not","sig","TRIM14"
"148","ENSG00000160710",1.82632325972499,1.04335473820107e-42,"ADAR",1.81392166674143,2.06027951523224e-51,"ADAR","not","sig","ADAR"
"149","ENSG00000122729",-1.66409051260204,1.89685445053885e-42,"ACO1",-1.66989063293988,3.05532702532145e-46,"ACO1","not","sig","ACO1"
"150","ENSG00000134470",4.01991763239369,3.33898487310838e-42,"IL15RA",3.7757318206045,3.44575867253114e-41,"IL15RA","not","sig","IL15RA"
"151","ENSG00000068079",3.48382167456899,7.90243384149692e-42,"IFI35",3.48319402385001,6.46647438908029e-41,"IFI35","not","sig","IFI35"
"152","ENSG00000105499",6.25709816193716,1.08846205446246e-41,"PLA2G4C",6.161919851009,2.36436211826641e-40,"PLA2G4C","not","sig","PLA2G4C"
"153","ENSG00000172183",6.0329280352285,2.14894347279005e-41,"ISG20",6.02345139265744,8.34549385857876e-45,"ISG20","not","sig","ISG20"
"154","ENSG00000137821",-1.89898797009036,2.16303384873484e-41,"LRRC49",-1.85007225132738,2.07324620716946e-41,"LRRC49","not","sig","LRRC49"
"155","ENSG00000183688",-2.76258931693145,7.00859277789852e-41,"RFLNB",-2.73790563665522,4.29455589390951e-53,"RFLNB","not","sig","RFLNB"
"156","ENSG00000136153",-1.8663457292984,8.47269720135936e-41,"LMO7",-1.84599302240275,5.85250431049434e-42,"LMO7","not","sig","LMO7"
"157","ENSG00000108960",1.9820958927374,1.16613278359146e-40,"MMD",2.04003106560678,5.56599285170216e-66,"MMD","not","sig","MMD"
"158","ENSG00000137842",1.90401798354043,1.70610040757984e-40,"TMEM62",1.84917944277042,3.66679784542568e-39,"TMEM62","not","sig","TMEM62"
"159","ENSG00000099250",1.30629040129879,5.3143680683732e-40,"NRP1",1.30236207652663,2.0434063860152e-40,"NRP1","not","sig","NRP1"
"160","ENSG00000154451",4.37709022977546,6.29620338584995e-40,"GBP5",4.2566511397576,4.54729088391998e-39,"GBP5","not","sig","GBP5"
"161","ENSG00000033170",1.63521062785196,1.66547621015597e-39,"FUT8",1.62167173406569,4.29178719522654e-40,"FUT8","not","sig","FUT8"
"162","ENSG00000116711",2.36729273348362,2.26998662552755e-39,"PLA2G4A",2.38456543943711,2.74698621876987e-41,"PLA2G4A","not","sig","PLA2G4A"
"163","ENSG00000110057",3.94013577780024,3.60325639042391e-39,"UNC93B1",3.86950854806276,7.8780441410228e-47,"UNC93B1","not","sig","UNC93B1"
"164","ENSG00000189060",1.34219027102239,3.73393064787714e-39,"H1F0",1.34154689090952,3.56386064001858e-40,"H1F0","not","sig","H1F0"
"165","ENSG00000170542",3.69323342546763,5.21909834441857e-39,"SERPINB9",3.67366396222684,5.3125345147543e-41,"SERPINB9","not","sig","SERPINB9"
"166","ENSG00000100225",1.16723190479309,1.01074046507516e-38,"FBXO7",1.19341430281642,2.00792100062947e-45,"FBXO7","not","sig","FBXO7"
"167","ENSG00000090621",-1.62587432526133,3.79884412401446e-38,"PABPC4",-1.60658289763395,6.5411572623967e-36,"PABPC4","not","sig","PABPC4"
"168","ENSG00000136147",2.18396613715073,6.4126386252673e-38,"PHF11",2.10633271728035,6.13443430934082e-61,"PHF11","not","sig","PHF11"
"169","ENSG00000142089",2.98519114817936,2.94822135288841e-37,"IFITM3",2.87455364850046,2.76339865365776e-34,"IFITM3","not","sig","IFITM3"
"170","ENSG00000163739",6.46482981479845,3.78632831353844e-37,"CXCL1",6.26741835176453,1.98462369323744e-34,"CXCL1","not","sig","CXCL1"
"171","ENSG00000021355",1.46321903484128,4.21941717970278e-37,"SERPINB1",1.47823914488504,5.91440261278179e-36,"SERPINB1","not","sig","SERPINB1"
"172","ENSG00000115271",4.38165302534512,4.88718534496119e-37,"GCA",4.51795082583299,4.6821211006015e-44,"GCA","not","sig","GCA"
"173","ENSG00000170525",2.68132726979699,5.45868729757407e-37,"PFKFB3",2.58211626772084,4.19340785092485e-35,"PFKFB3","not","sig","PFKFB3"
"174","ENSG00000135828",2.02517485285468,8.95779374055058e-37,"RNASEL",2.01549540146093,1.72681830345621e-36,"RNASEL","not","sig","RNASEL"
"175","ENSG00000105825",3.58565051748323,2.12795813390831e-36,"TFPI2",3.80611274203226,5.24545013829038e-35,"TFPI2","not","sig","TFPI2"
"176","ENSG00000197142",2.75826992333891,2.28583774619763e-36,"ACSL5",2.67513843284757,2.4018183005532e-44,"ACSL5","not","sig","ACSL5"
"177","ENSG00000164171",3.35969398829576,3.85253238049099e-36,"ITGA2",3.34337367413558,1.57708146872428e-36,"ITGA2","not","sig","ITGA2"
"178","ENSG00000119915",6.38102690900709,4.38391102666528e-36,"ELOVL3",6.50854490448756,3.04952194941027e-38,"ELOVL3","not","sig","ELOVL3"
"179","ENSG00000146859",5.8296995391865,4.39033690114047e-36,"TMEM140",6.65106107689474,1.25269402276278e-86,"TMEM140","not","sig","TMEM140"
"180","ENSG00000025708",4.1575210289232,4.93330158328452e-36,"TYMP",4.22825088118029,9.67913778178762e-37,"TYMP","not","sig","TYMP"
"181","ENSG00000102921",1.63890995501834,1.92670220364809e-35,"N4BP1",1.63619165794517,1.00322775702744e-38,"N4BP1","not","sig","N4BP1"
"182","ENSG00000152689",2.57949177518428,2.33462546114341e-35,"RASGRP3",2.55341798793799,1.2190630991215e-39,"RASGRP3","not","sig","RASGRP3"
"183","ENSG00000285441",4.36580832118816,4.66465832436527e-35,"SOD2",-1.88290349850275,NA,"SOD2","different","nonsig","SOD2"
"184","ENSG00000164307",1.97452871407086,6.60528417862791e-35,"ERAP1",1.93548869874277,1.20872195088119e-36,"ERAP1","not","sig","ERAP1"
"185","ENSG00000130939",-1.36736519341985,1.07246474199618e-34,"UBE4B",-1.36956980445598,4.11014439043153e-36,"UBE4B","not","sig","UBE4B"
"186","ENSG00000077238",2.09074626155929,1.2257885694548e-34,"IL4R",2.01461180175284,3.84343739683226e-31,"IL4R","not","sig","IL4R"
"187","ENSG00000105829",1.53703982249117,1.73278694953469e-34,"BET1",1.54717367937351,3.24429225784826e-37,"BET1","not","sig","BET1"
"188","ENSG00000129467",3.07264278098209,1.79834737693661e-34,"ADCY4",2.99199502539668,6.61974200999109e-35,"ADCY4","not","sig","ADCY4"
"189","ENSG00000168398",2.68764356740298,2.59391102531459e-34,"BDKRB2",2.75818040052028,2.40209135481058e-35,"BDKRB2","not","sig","BDKRB2"
"190","ENSG00000198719",3.89457525654504,3.44408127362662e-34,"DLL1",3.84202697133861,4.57892883935194e-34,"DLL1","not","sig","DLL1"
